t,plant,axis,Conc_Nitrates_Soil,SRWC,Tsoil,mineralisation,nitrates,volume,water_content,water_potential
43,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
44,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
45,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
46,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
47,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
48,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
49,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
50,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
51,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
52,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
53,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
54,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
55,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
56,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
57,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
58,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
59,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
60,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
61,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
62,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
63,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
64,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
65,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
66,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
67,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
68,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
69,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
70,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
71,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
72,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
73,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
74,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
75,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
76,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
77,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
78,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
79,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
80,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
81,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
82,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
83,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
84,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
85,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
86,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
87,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
88,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
89,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
90,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
91,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
92,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
93,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
94,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
95,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
96,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
97,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
98,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
99,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
100,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
101,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
102,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
103,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
104,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
105,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
106,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
107,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
108,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
109,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
110,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
111,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
112,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
113,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
114,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
115,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
116,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
117,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
118,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
119,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
120,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
121,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
122,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
123,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
124,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
125,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
126,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
127,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
128,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
129,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
130,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
131,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
132,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
133,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
134,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
135,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
136,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
137,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
138,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
139,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
140,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
141,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
142,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
143,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
144,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
145,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
146,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
147,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
148,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
149,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
150,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
151,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
152,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
153,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
154,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
155,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
156,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
157,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
158,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
159,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
160,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
161,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
162,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
163,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
164,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
165,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
166,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
167,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
168,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
169,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
170,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
171,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
172,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
173,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
174,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
175,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
176,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
177,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
178,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
179,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
180,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
181,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
182,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
183,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
184,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
185,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
186,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
187,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
188,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
189,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
190,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
191,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
192,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
193,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
194,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
195,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
196,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
197,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
198,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
199,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
200,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
201,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
202,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
203,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
204,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
205,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
206,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
207,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
208,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
209,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
210,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
211,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
212,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
213,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
214,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
215,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
216,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
217,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
218,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
219,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
220,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
221,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
222,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
223,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
224,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
225,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
226,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
227,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
228,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
229,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
230,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
231,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
232,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
233,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
234,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
235,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
236,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
237,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
238,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
239,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
240,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
241,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
242,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
243,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
244,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
245,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
246,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
247,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
248,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
249,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
250,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
251,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
252,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
253,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
254,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
255,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
256,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
257,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
258,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
259,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
260,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
261,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
262,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
263,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
264,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
265,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
266,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
267,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
268,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
269,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
270,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
271,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
272,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
273,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
274,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
275,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
276,1,MS,357143.00000000,80.00000000,10,0.00333894,357143.00000000,1,80.00000000,-0.03367976
